n_features,accuracy,precision,recall,f1_score
165,0.6746689962053998,0.9940133790072389,0.6764625027490653,0.8050553563483132
166,0.6746799159182113,0.9940294407549243,0.6764625027490653,0.8050606241043795
167,0.6746799159182113,0.9940294407549243,0.6764625027490653,0.8050606241043795
168,0.6746580764925882,0.9939973177786037,0.6764625027490653,0.8050500886611834
169,0.6746580764925882,0.9939973177786037,0.6764625027490653,0.8050500886611834
170,0.6746471567797767,0.9939812570689934,0.6764625027490653,0.8050448210429889
171,0.6746362370669652,0.9939731782194215,0.6764570046184297,0.8050382778250343
172,0.6746034779285305,0.9939649043433298,0.6764295139652519,0.8050160965268145
173,0.6746034779285305,0.9939649043433298,0.6764295139652519,0.8050160965268145
174,0.6746034779285305,0.9939649043433298,0.6764295139652519,0.8050160965268145
175,0.6746034779285305,0.9939649043433298,0.6764295139652519,0.8050160965268145
176,0.6745980180721247,0.9939648555847304,0.6764240158346162,0.805012186942795
177,0.674592558215719,0.9939568252326784,0.6764240158346162,0.8050095532232313
178,0.674592558215719,0.9939568252326784,0.6764240158346162,0.8050095532232313
179,0.674592558215719,0.9939568252326784,0.6764240158346162,0.8050095532232313
180,0.674592558215719,0.9939568252326784,0.6764240158346162,0.8050095532232313
181,0.674592558215719,0.9939568252326784,0.6764240158346162,0.8050095532232313
182,0.674592558215719,0.9939568252326784,0.6764240158346162,0.8050095532232313
183,0.6745870983593132,0.9939487950103816,0.6764240158346162,0.8050069195209009
184,0.6745870983593132,0.9939487950103816,0.6764240158346162,0.8050069195209009
185,0.6745980180721247,0.9939967842801393,0.6764020233120739,0.8050070833346966
186,0.6745980180721247,0.9939967842801393,0.6764020233120739,0.8050070833346966
187,0.6745870983593132,0.9939807221517505,0.6764020233120739,0.8050018158083292
188,0.6745761786465015,0.9939646605424534,0.6764020233120739,0.804996548350897
189,0.6745597990772843,0.99394056910175,0.6764020233120739,0.8049886472939991
190,0.6745597990772843,0.99394056910175,0.6764020233120739,0.8049886472939991
191,0.6745215800824438,0.9938843602814649,0.6764020233120739,0.8049702120977161
192,0.6745106603696323,0.9938842614659998,0.6763910270508027,0.8049623927317697
193,0.6745106603696323,0.9938842614659998,0.6763910270508027,0.8049623927317697
194,0.6745106603696323,0.9938842614659998,0.6763910270508027,0.8049623927317697
195,0.6745106603696323,0.9938842614659998,0.6763910270508027,0.8049623927317697
196,0.6745052005132265,0.9938842120570699,0.6763855289201671,0.8049584830104234
197,0.6745052005132265,0.9938842120570699,0.6763855289201671,0.8049584830104234
198,0.6745052005132265,0.9938842120570699,0.6763855289201671,0.8049584830104234
199,0.6745052005132265,0.9938842120570699,0.6763855289201671,0.8049584830104234
200,0.6745052005132265,0.9938842120570699,0.6763855289201671,0.8049584830104234
201,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
202,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
203,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
204,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
205,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
206,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
207,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
208,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
209,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
210,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
211,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
212,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
213,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
214,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
215,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
216,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
217,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
218,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
219,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
220,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
221,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
222,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
223,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
224,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
225,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
226,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
227,0.6744779012311977,0.9938680045565816,0.6763690345282604,0.8049414866991431
228,0.6744724413747919,0.9938679550155118,0.6763635363976248,0.8049375768838171
229,0.6744724413747919,0.9938679550155118,0.6763635363976248,0.8049375768838171
230,0.6744724413747919,0.9938679550155118,0.6763635363976248,0.8049375768838171
231,0.6744888209440092,0.9938920443069167,0.6763635363976248,0.8049454773877567
232,0.6744888209440092,0.9938920443069167,0.6763635363976248,0.8049454773877567
233,0.6744888209440092,0.9938920443069167,0.6763635363976248,0.8049454773877567
234,0.6744888209440092,0.9938920443069167,0.6763635363976248,0.8049454773877567
235,0.6744888209440092,0.9938920443069167,0.6763635363976248,0.8049454773877567
236,0.6744888209440092,0.9938920443069167,0.6763635363976248,0.8049454773877567
237,0.6744888209440092,0.9938920443069167,0.6763635363976248,0.8049454773877567
238,0.6744779012311977,0.9938759846495657,0.6763635363976248,0.8049402103678984
239,0.6744724413747919,0.9938679550155118,0.6763635363976248,0.8049375768838171
240,0.6744615216619803,0.9938518961366317,0.6763635363976248,0.8049323099673491
241,0.6744615216619803,0.9938518961366317,0.6763635363976248,0.8049323099673491
242,0.674445142092763,0.9938517471217936,0.676347042005718,0.8049205803929267
243,0.674445142092763,0.9938517471217936,0.676347042005718,0.8049205803929267
244,0.674445142092763,0.9938517471217936,0.676347042005718,0.8049205803929267
245,0.674445142092763,0.9938517471217936,0.676347042005718,0.8049205803929267
246,0.674466981518386,0.9938838661722051,0.676347042005718,0.8049311142446778
247,0.674466981518386,0.9938838661722051,0.676347042005718,0.8049311142446778
248,0.674466981518386,0.9938838661722051,0.676347042005718,0.8049311142446778
249,0.674466981518386,0.9938838661722051,0.676347042005718,0.8049311142446778
250,0.6745597990772843,0.9940842748387723,0.6763030569606334,0.804965676105465
251,0.6745707187900958,0.9940843704541781,0.6763140532219045,0.8049734964989202
252,0.6745707187900958,0.9940843704541781,0.6763140532219045,0.8049734964989202
253,0.6745707187900958,0.9940843704541781,0.6763140532219045,0.8049734964989202
254,0.6745707187900958,0.9940843704541781,0.6763140532219045,0.8049734964989202
255,0.6745707187900958,0.9940843704541781,0.6763140532219045,0.8049734964989202
256,0.6745707187900958,0.9940843704541781,0.6763140532219045,0.8049734964989202
257,0.6745707187900958,0.9940843704541781,0.6763140532219045,0.8049734964989202
258,0.6745707187900958,0.9940843704541781,0.6763140532219045,0.8049734964989202
259,0.67456525893369,0.9940763368649033,0.6763140532219045,0.8049708626043367
260,0.67456525893369,0.9940763368649033,0.6763140532219045,0.8049708626043367
261,0.67456525893369,0.9940763368649033,0.6763140532219045,0.8049708626043367
262,0.67456525893369,0.9940763368649033,0.6763140532219045,0.8049708626043367
263,0.67456525893369,0.9940763368649033,0.6763140532219045,0.8049708626043367
264,0.67456525893369,0.9940763368649033,0.6763140532219045,0.8049708626043367
265,0.67456525893369,0.9940763368649033,0.6763140532219045,0.8049708626043367
266,0.67456525893369,0.9940763368649033,0.6763140532219045,0.8049708626043367
267,0.67456525893369,0.9940763368649033,0.6763140532219045,0.8049708626043367
268,0.67456525893369,0.9940763368649033,0.6763140532219045,0.8049708626043367
269,0.67456525893369,0.9940763368649033,0.6763140532219045,0.8049708626043367
270,0.67456525893369,0.9940763368649033,0.6763140532219045,0.8049708626043367
271,0.67456525893369,0.9940763368649033,0.6763140532219045,0.8049708626043367
272,0.67456525893369,0.9940763368649033,0.6763140532219045,0.8049708626043367
273,0.67456525893369,0.9940763368649033,0.6763140532219045,0.8049708626043367
274,0.6745597990772843,0.9940683034054727,0.6763140532219045,0.8049682287269896
275,0.6745597990772843,0.9940683034054727,0.6763140532219045,0.8049682287269896
276,0.6745597990772843,0.9940683034054727,0.6763140532219045,0.8049682287269896
277,0.6745597990772843,0.9940683034054727,0.6763140532219045,0.8049682287269896
278,0.6745597990772843,0.9940683034054727,0.6763140532219045,0.8049682287269896
279,0.67456525893369,0.9940763368649033,0.6763140532219045,0.8049708626043367
280,0.6745707187900958,0.9940843704541781,0.6763140532219045,0.8049734964989202
281,0.6745707187900958,0.9940843704541781,0.6763140532219045,0.8049734964989202
282,0.6745707187900958,0.9940843704541781,0.6763140532219045,0.8049734964989202
283,0.6745707187900958,0.9940843704541781,0.6763140532219045,0.8049734964989202
284,0.6746253173541535,0.9943085355797371,0.676215086870464,0.8049768632148023
285,0.6746253173541535,0.9943085355797371,0.676215086870464,0.8049768632148023
286,0.6746253173541535,0.9943085355797371,0.676215086870464,0.8049768632148023
287,0.6746253173541535,0.9943085355797371,0.676215086870464,0.8049768632148023
288,0.6746253173541535,0.9943085355797371,0.676215086870464,0.8049768632148023
289,0.6746307772105593,0.9943165740987768,0.676215086870464,0.8049794975341408
290,0.6746307772105593,0.9943165740987768,0.676215086870464,0.8049794975341408
291,0.6746253173541535,0.9943085355797371,0.676215086870464,0.8049768632148023
292,0.6746253173541535,0.9943085355797371,0.676215086870464,0.8049768632148023
293,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
294,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
295,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
296,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
297,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
298,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
299,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
300,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
301,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
302,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
303,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
304,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
305,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
306,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
307,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
308,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
309,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
310,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
311,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
312,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
313,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
314,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
315,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
316,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
317,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
318,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
319,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
320,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
321,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
322,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
323,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
324,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
325,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
326,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
327,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
328,0.674614397641342,0.9943084435533421,0.6762040906091928,0.8049690416661213
329,0.6745870983593132,0.9943002207148575,0.6761820980866505,0.8049507639845664
330,0.6745870983593132,0.9943002207148575,0.6761820980866505,0.8049507639845664
331,0.6745597990772843,0.9942919974774833,0.6761601055641082,0.8049324859441168
332,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
333,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
334,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
335,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
336,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
337,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
338,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
339,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
340,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
341,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
342,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
343,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
344,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
345,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
346,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
347,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
348,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
349,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
350,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
351,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
352,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
353,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
354,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
355,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
356,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
357,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
358,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
359,0.6745597990772843,0.9942840049155941,0.6761656036947438,0.8049337626976647
